Age,Attrition,BusinessTravel,DailyRate,Department,EducationField,Gender,HourlyRate,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
52,No,Travel_Frequently,890,Research & Development,Medical,Female,81,Manufacturing Director,Married,13826,3,No,22,80,31,3,9,8,0,0
37,No,Travel_Rarely,342,Sales,Marketing,Male,66,Sales Executive,Divorced,6334,4,No,19,80,9,2,1,0,0,0
28,No,Travel_Rarely,1169,Human Resources,Medical,Male,63,Human Resources,Divorced,4936,1,No,13,80,6,6,5,1,0,4
22,No,Travel_Rarely,1230,Research & Development,Life Sciences,Male,33,Manufacturing Director,Married,4775,6,No,22,80,4,2,2,2,2,2
44,No,Travel_Rarely,986,Research & Development,Life Sciences,Male,62,Laboratory Technician,Married,2818,2,Yes,24,80,10,2,3,2,0,2
42,No,Travel_Frequently,1271,Research & Development,Medical,Male,35,Research Scientist,Single,2515,5,Yes,14,80,8,2,2,1,2,2
36,No,Travel_Rarely,1278,Human Resources,Life Sciences,Male,77,Human Resources,Married,2342,0,No,21,80,6,3,5,4,0,3
25,No,Travel_Rarely,141,Sales,Other,Male,98,Sales Executive,Married,4194,1,Yes,18,80,5,3,5,3,0,3
35,No,Travel_Rarely,607,Research & Development,Life Sciences,Female,66,Manufacturing Director,Married,10685,1,Yes,20,80,17,2,17,14,5,15
35,Yes,Travel_Frequently,130,Research & Development,Life Sciences,Female,96,Research Scientist,Divorced,2022,1,Yes,19,80,10,3,10,2,7,8
32,No,Non-Travel,300,Research & Development,Life Sciences,Male,61,Laboratory Technician,Divorced,2314,0,No,12,80,4,2,3,0,0,2
25,No,Travel_Rarely,583,Sales,Marketing,Male,87,Sales Executive,Married,4256,1,No,12,80,5,1,5,2,0,3
49,No,Travel_Rarely,1418,Research & Development,Technical Degree,Female,36,Research Scientist,Married,3580,2,No,16,80,7,2,4,2,0,2
24,No,Non-Travel,1269,Research & Development,Life Sciences,Male,46,Laboratory Technician,Married,3162,0,No,17,80,6,2,5,2,3,4
32,No,Travel_Frequently,379,Sales,Life Sciences,Male,48,Sales Executive,Married,6524,1,No,14,80,10,3,10,8,5,3
38,No,Travel_Rarely,395,Sales,Marketing,Male,98,Sales Representative,Married,2899,0,No,19,80,3,3,2,2,1,2
42,No,Travel_Rarely,1265,Research & Development,Life Sciences,Female,95,Laboratory Technician,Married,5231,2,Yes,13,80,17,1,5,3,1,3
31,No,Travel_Rarely,1222,Research & Development,Life Sciences,Male,48,Research Scientist,Married,2356,3,Yes,19,80,8,2,6,4,0,2
29,Yes,Travel_Rarely,341,Sales,Medical,Female,48,Sales Representative,Divorced,2800,6,Yes,19,80,5,3,3,2,0,2
53,No,Travel_Rarely,868,Sales,Marketing,Male,73,Sales Executive,Married,11836,5,No,14,80,28,3,2,0,2,2
35,No,Travel_Rarely,672,Research & Development,Technical Degree,Male,78,Manufacturing Director,Married,10903,3,No,16,80,16,2,13,10,4,8
37,No,Travel_Frequently,1231,Sales,Medical,Female,54,Sales Representative,Married,2973,5,No,15,80,10,3,5,4,0,0
53,No,Travel_Rarely,102,Research & Development,Life Sciences,Female,72,Research Director,Single,14275,6,No,18,80,33,0,12,9,3,8
43,No,Travel_Frequently,422,Research & Development,Life Sciences,Female,33,Healthcare Representative,Married,5562,4,No,13,80,12,2,5,2,2,2
47,No,Travel_Rarely,249,Sales,Marketing,Female,35,Sales Executive,Married,4537,0,Yes,22,80,8,2,7,6,7,7
37,No,Non-Travel,1252,Sales,Medical,Male,32,Sales Executive,Single,7642,1,Yes,13,80,10,2,10,0,0,9
50,No,Non-Travel,881,Research & Development,Life Sciences,Male,98,Manager,Divorced,17924,1,No,11,80,31,3,31,6,14,7
39,No,Travel_Rarely,1383,Human Resources,Life Sciences,Female,42,Human Resources,Married,5204,8,No,11,80,13,2,5,4,0,4
33,No,Travel_Rarely,1075,Human Resources,Human Resources,Male,57,Human Resources,Divorced,2277,3,Yes,11,80,7,4,4,3,0,3
32,Yes,Travel_Rarely,374,Research & Development,Life Sciences,Male,87,Laboratory Technician,Single,2795,1,Yes,24,80,1,2,1,0,0,1
29,No,Travel_Rarely,1086,Research & Development,Medical,Female,62,Laboratory Technician,Divorced,2532,6,No,14,80,8,5,4,3,0,3
44,No,Travel_Rarely,661,Research & Development,Life Sciences,Male,61,Research Scientist,Married,2559,1,Yes,13,80,8,0,8,7,7,1
28,No,Travel_Rarely,821,Sales,Medical,Male,98,Sales Executive,Single,4908,1,No,14,80,4,3,4,2,0,2
58,Yes,Travel_Frequently,781,Research & Development,Life Sciences,Male,57,Laboratory Technician,Divorced,2380,9,Yes,14,80,3,3,1,0,0,0
43,No,Travel_Rarely,177,Research & Development,Life Sciences,Female,55,Manufacturing Director,Divorced,4765,4,No,21,80,4,2,1,0,0,0
20,Yes,Travel_Rarely,500,Sales,Medical,Female,49,Sales Representative,Single,2044,1,No,13,80,2,3,2,2,0,2
21,Yes,Travel_Rarely,1427,Research & Development,Other,Female,65,Research Scientist,Single,2693,1,No,19,80,1,3,1,0,0,0
36,No,Travel_Rarely,1425,Research & Development,Life Sciences,Male,68,Healthcare Representative,Married,6586,0,Yes,17,80,17,2,16,8,4,11
47,No,Travel_Rarely,1454,Sales,Life Sciences,Female,65,Sales Representative,Single,3294,1,Yes,18,80,3,3,3,2,1,2
22,Yes,Travel_Rarely,617,Research & Development,Life Sciences,Female,34,Manufacturing Director,Married,4171,0,Yes,19,80,4,3,3,2,0,2
41,Yes,Travel_Rarely,1085,Research & Development,Life Sciences,Female,57,Laboratory Technician,Divorced,2778,4,Yes,13,80,10,1,7,7,1,0
28,No,Travel_Rarely,995,Research & Development,Medical,Female,77,Research Scientist,Divorced,2377,5,No,18,80,6,2,2,2,2,2
39,Yes,Travel_Rarely,1122,Research & Development,Medical,Male,70,Laboratory Technician,Married,2404,7,Yes,21,80,8,2,2,2,2,2
27,No,Travel_Rarely,618,Research & Development,Life Sciences,Female,76,Research Scientist,Single,2318,1,No,19,80,1,2,1,1,0,0
34,No,Travel_Rarely,546,Research & Development,Life Sciences,Male,83,Laboratory Technician,Divorced,2008,1,No,14,80,1,3,1,0,1,0
42,No,Travel_Rarely,462,Sales,Medical,Female,68,Sales Executive,Single,6244,7,No,17,80,10,6,5,4,0,3
33,No,Travel_Rarely,1198,Research & Development,Other,Male,100,Research Scientist,Single,2799,3,Yes,11,80,6,1,3,2,0,2
58,No,Travel_Rarely,1272,Research & Development,Technical Degree,Female,37,Healthcare Representative,Divorced,10552,2,Yes,13,80,24,3,6,0,0,4
31,No,Travel_Rarely,154,Sales,Life Sciences,Male,41,Sales Representative,Married,2329,3,No,15,80,13,2,7,7,5,2
35,No,Travel_Rarely,1137,Research & Development,Life Sciences,Female,51,Healthcare Representative,Married,4014,1,Yes,25,80,10,2,10,6,0,7
49,No,Travel_Rarely,527,Research & Development,Other,Female,51,Laboratory Technician,Married,7403,4,No,11,80,29,3,26,9,1,7
48,No,Travel_Rarely,1469,Research & Development,Medical,Male,51,Research Scientist,Married,2259,4,No,17,80,13,2,0,0,0,0
31,No,Non-Travel,1188,Sales,Marketing,Female,45,Sales Executive,Married,6932,1,No,13,80,9,2,9,8,0,0
36,No,Travel_Rarely,188,Research & Development,Other,Male,65,Research Scientist,Single,4678,2,No,18,80,8,6,6,2,0,1
38,No,Travel_Rarely,1333,Research & Development,Technical Degree,Female,80,Research Director,Married,13582,1,No,13,80,15,3,15,12,5,11
32,No,Non-Travel,1184,Research & Development,Life Sciences,Female,70,Laboratory Technician,Married,2332,6,No,20,80,5,3,3,0,0,2
25,Yes,Travel_Rarely,867,Sales,Marketing,Male,36,Sales Representative,Married,2413,1,Yes,18,80,1,2,1,0,0,0
40,No,Travel_Rarely,658,Sales,Marketing,Male,67,Sales Executive,Divorced,9705,2,No,12,80,11,2,1,0,0,0
26,No,Travel_Frequently,1283,Sales,Medical,Male,52,Sales Executive,Single,4294,1,No,12,80,7,2,7,7,0,7
41,No,Travel_Rarely,263,Research & Development,Medical,Male,59,Laboratory Technician,Single,4721,2,Yes,13,80,20,3,18,13,2,17
36,No,Travel_Rarely,938,Research & Development,Medical,Male,79,Laboratory Technician,Single,2519,4,No,21,80,16,6,11,8,3,9
19,Yes,Travel_Rarely,419,Sales,Other,Male,37,Sales Representative,Single,2121,1,Yes,13,80,1,3,1,0,0,0
20,Yes,Travel_Rarely,129,Research & Development,Technical Degree,Male,84,Laboratory Technician,Single,2973,1,No,19,80,1,2,1,0,0,0
31,No,Travel_Rarely,616,Research & Development,Medical,Female,41,Healthcare Representative,Married,5855,0,Yes,11,80,10,2,9,7,8,5
40,No,Travel_Frequently,1469,Research & Development,Medical,Male,35,Research Scientist,Divorced,3617,8,Yes,14,80,3,2,1,1,0,0
32,No,Travel_Rarely,498,Research & Development,Medical,Female,93,Manufacturing Director,Married,6725,1,No,12,80,8,2,8,7,6,3
36,Yes,Travel_Rarely,530,Sales,Life Sciences,Male,51,Sales Executive,Married,10325,1,Yes,11,80,16,6,16,7,3,7
33,No,Travel_Rarely,1069,Research & Development,Life Sciences,Female,42,Healthcare Representative,Single,6949,0,No,14,80,6,3,5,0,1,4
37,Yes,Travel_Rarely,625,Sales,Life Sciences,Male,46,Sales Executive,Married,10609,5,No,11,80,17,2,14,1,11,7
45,No,Non-Travel,805,Research & Development,Life Sciences,Male,57,Laboratory Technician,Married,4447,1,No,12,80,9,5,9,7,0,8
29,No,Travel_Frequently,1404,Sales,Technical Degree,Female,84,Sales Representative,Married,2157,1,No,15,80,3,5,3,1,0,2
35,No,Travel_Rarely,1219,Sales,Medical,Female,86,Sales Executive,Married,4601,1,No,16,80,5,3,5,2,1,0
52,No,Travel_Rarely,1053,Research & Development,Life Sciences,Male,70,Manager,Married,17099,2,No,15,80,26,2,9,8,7,8
58,Yes,Travel_Rarely,289,Research & Development,Technical Degree,Male,51,Research Scientist,Single,2479,4,No,24,80,7,4,1,0,0,0
53,No,Travel_Rarely,1376,Sales,Medical,Male,45,Manager,Divorced,14852,6,No,13,80,22,3,17,13,15,2
30,No,Travel_Rarely,231,Sales,Other,Male,62,Sales Executive,Divorced,7264,5,No,11,80,10,2,8,4,7,7
38,No,Non-Travel,152,Sales,Technical Degree,Female,85,Sales Executive,Single,5666,1,Yes,13,80,6,1,5,3,1,3
35,No,Travel_Rarely,882,Sales,Life Sciences,Male,92,Sales Executive,Divorced,7823,6,No,13,80,12,2,10,9,0,8
39,No,Travel_Rarely,903,Sales,Life Sciences,Male,41,Sales Executive,Single,7880,0,No,18,80,9,3,8,7,0,7
40,Yes,Non-Travel,1479,Sales,Life Sciences,Female,100,Sales Executive,Single,13194,4,Yes,16,80,22,2,1,0,0,0
47,No,Travel_Frequently,1379,Research & Development,Medical,Male,64,Manufacturing Director,Divorced,5067,1,Yes,19,80,20,3,19,10,2,7
36,No,Non-Travel,1229,Sales,Technical Degree,Male,84,Sales Executive,Divorced,5079,4,No,13,80,12,3,7,7,0,7
31,Yes,Non-Travel,335,Research & Development,Medical,Male,46,Research Scientist,Single,2321,0,Yes,22,80,4,0,3,2,1,2
33,No,Non-Travel,722,Sales,Life Sciences,Male,38,Manager,Single,17444,1,No,11,80,10,2,10,8,6,0
29,Yes,Travel_Rarely,906,Research & Development,Life Sciences,Female,92,Research Scientist,Single,2404,6,Yes,20,80,3,5,0,0,0,0
33,No,Travel_Rarely,461,Research & Development,Life Sciences,Female,53,Research Scientist,Single,3452,3,No,18,80,5,4,3,2,0,2
45,No,Travel_Rarely,974,Research & Development,Medical,Female,91,Laboratory Technician,Divorced,2270,3,No,14,80,8,2,5,3,0,2
50,No,Travel_Rarely,1126,Research & Development,Medical,Male,66,Research Director,Divorced,17399,9,No,22,80,32,1,5,4,1,3
33,No,Travel_Frequently,827,Research & Development,Other,Female,84,Healthcare Representative,Married,5488,1,Yes,13,80,6,2,6,5,1,2
41,No,Travel_Frequently,840,Research & Development,Medical,Male,64,Research Director,Divorced,19419,2,No,17,80,21,2,18,16,0,11
27,No,Travel_Rarely,1134,Research & Development,Technical Degree,Female,37,Laboratory Technician,Married,2811,9,No,14,80,4,2,2,2,2,2
45,No,Non-Travel,248,Research & Development,Life Sciences,Male,42,Laboratory Technician,Married,3633,1,Yes,15,80,9,2,9,8,0,8
47,No,Travel_Rarely,955,Sales,Life Sciences,Female,83,Sales Executive,Single,4163,1,Yes,17,80,9,0,9,0,0,7
30,Yes,Travel_Rarely,138,Research & Development,Life Sciences,Female,48,Research Scientist,Married,2132,4,Yes,11,80,7,2,5,2,0,1
50,No,Travel_Rarely,939,Research & Development,Life Sciences,Male,95,Manufacturing Director,Married,13973,3,Yes,18,80,22,2,12,11,1,5
38,No,Travel_Frequently,1391,Research & Development,Medical,Male,66,Research Scientist,Married,2684,0,No,17,80,3,0,2,1,0,2
46,No,Travel_Rarely,566,Research & Development,Medical,Male,75,Manufacturing Director,Divorced,10845,6,No,13,80,13,3,8,7,0,7
24,No,Travel_Rarely,1206,Research & Development,Medical,Female,41,Manufacturing Director,Divorced,4377,1,No,15,80,5,6,4,2,3,2
35,Yes,Travel_Rarely,622,Research & Development,Other,Male,39,Laboratory Technician,Divorced,3743,1,Yes,24,80,5,2,4,2,0,2
31,No,Travel_Frequently,853,Research & Development,Life Sciences,Female,96,Manufacturing Director,Married,4148,1,No,12,80,4,1,4,3,0,3
18,No,Non-Travel,287,Research & Development,Life Sciences,Male,73,Research Scientist,Single,1051,1,No,15,80,0,2,0,0,0,0
54,No,Travel_Rarely,1441,Research & Development,Technical Degree,Female,56,Manufacturing Director,Married,10739,8,No,11,80,22,2,10,7,0,8
35,No,Travel_Rarely,583,Research & Development,Medical,Female,57,Healthcare Representative,Divorced,10388,1,Yes,11,80,16,3,16,10,10,1
30,No,Travel_Rarely,153,Research & Development,Life Sciences,Female,73,Research Director,Married,11416,0,Yes,12,80,9,4,8,7,1,7
20,Yes,Travel_Rarely,1097,Research & Development,Medical,Female,98,Research Scientist,Single,2600,1,Yes,15,80,1,2,1,0,0,0
30,Yes,Travel_Frequently,109,Research & Development,Medical,Female,60,Laboratory Technician,Single,2422,0,No,17,80,4,3,3,2,1,2
26,No,Travel_Rarely,1066,Research & Development,Medical,Male,32,Manufacturing Director,Married,5472,1,No,12,80,8,2,8,7,1,3
22,No,Travel_Rarely,217,Research & Development,Life Sciences,Male,94,Laboratory Technician,Married,2451,1,No,15,80,4,3,4,3,1,1
48,No,Travel_Rarely,277,Research & Development,Life Sciences,Male,97,Healthcare Representative,Single,4240,2,No,13,80,19,0,2,2,2,2
48,No,Travel_Rarely,1355,Research & Development,Life Sciences,Male,78,Healthcare Representative,Single,10999,7,No,14,80,27,3,15,11,4,8
41,No,Travel_Rarely,549,Research & Development,Medical,Female,42,Manufacturing Director,Single,5003,6,No,14,80,8,6,2,2,2,1
39,No,Travel_Rarely,466,Research & Development,Life Sciences,Female,65,Manufacturing Director,Married,12742,1,No,16,80,21,3,21,6,11,8
27,No,Travel_Rarely,1055,Research & Development,Life Sciences,Female,47,Manufacturing Director,Married,4227,0,No,18,80,4,2,3,2,2,2
35,No,Travel_Rarely,802,Research & Development,Other,Male,45,Laboratory Technician,Divorced,3917,1,No,20,80,3,4,3,2,1,2
42,No,Travel_Rarely,265,Sales,Marketing,Male,90,Manager,Married,18303,6,No,13,80,21,3,1,0,0,0
50,No,Travel_Rarely,804,Research & Development,Life Sciences,Male,64,Laboratory Technician,Married,2380,4,No,18,80,8,5,1,0,0,0
59,No,Travel_Rarely,715,Research & Development,Life Sciences,Female,69,Manufacturing Director,Single,13726,3,Yes,13,80,30,4,5,3,4,3
37,Yes,Travel_Rarely,1141,Research & Development,Medical,Female,61,Healthcare Representative,Married,4777,5,No,15,80,15,2,1,0,0,0
55,No,Travel_Frequently,135,Research & Development,Medical,Male,62,Healthcare Representative,Married,6385,3,Yes,14,80,17,3,8,7,6,7
41,No,Non-Travel,247,Research & Development,Life Sciences,Female,55,Research Director,Divorced,19973,1,No,22,80,21,3,21,16,5,10
38,No,Travel_Rarely,1035,Sales,Life Sciences,Male,42,Sales Executive,Single,6861,8,Yes,12,80,19,1,1,0,0,0
26,Yes,Non-Travel,265,Sales,Medical,Male,79,Sales Executive,Single,4969,8,No,18,80,7,6,2,2,2,2
52,Yes,Travel_Rarely,266,Sales,Marketing,Female,57,Manager,Married,19845,1,No,15,80,33,3,32,14,6,9
44,No,Travel_Rarely,1448,Sales,Medical,Female,53,Sales Executive,Married,13320,3,Yes,18,80,23,2,12,11,11,11
50,No,Non-Travel,145,Sales,Life Sciences,Female,95,Sales Executive,Married,6347,0,No,12,80,19,3,18,7,0,13
36,Yes,Travel_Rarely,885,Research & Development,Life Sciences,Female,43,Laboratory Technician,Single,2743,1,No,16,80,18,1,17,13,15,14
39,No,Travel_Frequently,945,Research & Development,Medical,Female,82,Manufacturing Director,Single,10880,1,Yes,13,80,21,2,21,6,2,8
33,No,Non-Travel,1038,Sales,Life Sciences,Female,88,Sales Representative,Single,2342,0,No,19,80,3,2,2,2,2,2
45,No,Travel_Rarely,1234,Sales,Life Sciences,Female,90,Manager,Married,17650,3,No,13,80,26,4,9,3,1,1
32,No,Non-Travel,1109,Research & Development,Medical,Female,69,Laboratory Technician,Single,4025,9,No,12,80,10,2,8,7,7,7
34,No,Travel_Rarely,216,Sales,Marketing,Male,75,Sales Executive,Divorced,9725,0,No,11,80,16,2,15,1,0,9
59,No,Travel_Rarely,1089,Sales,Technical Degree,Male,66,Manager,Married,11904,3,Yes,14,80,14,1,6,4,0,4
45,No,Travel_Rarely,788,Human Resources,Medical,Male,36,Human Resources,Single,2177,1,No,16,80,6,3,6,3,0,4
53,No,Travel_Frequently,124,Sales,Marketing,Female,38,Sales Executive,Married,7525,2,No,12,80,30,2,15,7,6,12
36,Yes,Travel_Rarely,660,Research & Development,Other,Male,81,Laboratory Technician,Divorced,4834,7,No,14,80,9,3,1,0,0,0
26,Yes,Travel_Frequently,342,Research & Development,Life Sciences,Male,57,Research Scientist,Married,2042,6,Yes,14,80,6,2,3,2,1,2
34,No,Travel_Rarely,1333,Sales,Life Sciences,Female,87,Sales Representative,Married,2220,1,Yes,19,80,1,2,1,1,0,0
28,No,Travel_Rarely,1144,Sales,Medical,Male,74,Sales Representative,Married,1052,1,No,22,80,1,5,1,0,0,0
38,No,Travel_Frequently,1186,Research & Development,Other,Male,44,Research Scientist,Married,2821,3,No,16,80,8,2,2,2,2,2
50,No,Travel_Rarely,1464,Research & Development,Medical,Male,62,Research Director,Married,19237,2,Yes,11,80,29,2,8,1,7,7
37,No,Travel_Rarely,124,Research & Development,Other,Female,35,Healthcare Representative,Single,4107,3,No,15,80,8,3,4,3,0,1
40,No,Travel_Rarely,300,Sales,Marketing,Male,74,Sales Executive,Married,8396,1,No,14,80,8,3,7,7,7,5
26,No,Travel_Frequently,921,Research & Development,Medical,Female,66,Research Scientist,Divorced,2007,1,No,13,80,5,5,5,3,1,3
46,No,Travel_Rarely,430,Research & Development,Medical,Male,40,Research Director,Divorced,19627,9,No,17,80,23,0,2,2,2,2
54,No,Travel_Rarely,1082,Sales,Life Sciences,Female,41,Sales Executive,Married,10686,6,No,11,80,13,4,9,4,7,0
56,No,Travel_Frequently,1240,Research & Development,Medical,Female,63,Research Scientist,Married,2942,2,No,19,80,18,4,5,4,0,3
36,No,Travel_Rarely,796,Research & Development,Medical,Female,51,Manufacturing Director,Single,8858,0,No,11,80,15,2,14,8,7,8
55,No,Non-Travel,444,Research & Development,Medical,Male,40,Manager,Single,16756,7,No,15,80,31,3,9,7,6,2
43,No,Travel_Rarely,415,Sales,Medical,Male,79,Sales Executive,Divorced,10798,5,No,13,80,18,5,1,0,0,0
20,Yes,Travel_Frequently,769,Sales,Marketing,Female,54,Sales Representative,Single,2323,1,Yes,14,80,2,3,2,2,0,2
21,Yes,Travel_Rarely,1334,Research & Development,Life Sciences,Female,36,Laboratory Technician,Single,1416,1,No,13,80,1,6,1,0,1,0
46,No,Travel_Rarely,1003,Research & Development,Life Sciences,Female,74,Research Scientist,Divorced,4615,8,Yes,23,80,19,2,16,13,1,7
51,Yes,Travel_Rarely,1323,Research & Development,Life Sciences,Male,34,Research Scientist,Married,2461,9,Yes,12,80,18,2,10,0,2,7
28,Yes,Non-Travel,1366,Research & Development,Technical Degree,Male,72,Healthcare Representative,Single,8722,1,No,12,80,10,2,10,7,1,9
26,No,Travel_Rarely,192,Research & Development,Medical,Male,59,Laboratory Technician,Married,3955,1,No,16,80,6,2,5,3,1,3
30,No,Travel_Rarely,1176,Research & Development,Other,Male,85,Manufacturing Director,Married,9957,0,No,15,80,7,1,6,2,0,2
41,No,Travel_Rarely,509,Research & Development,Technical Degree,Female,43,Research Scientist,Married,3376,1,No,13,80,10,3,10,6,0,8
38,No,Travel_Rarely,330,Research & Development,Life Sciences,Female,65,Healthcare Representative,Married,8823,0,No,18,80,20,4,19,9,1,9
40,No,Travel_Rarely,1492,Research & Development,Technical Degree,Male,61,Healthcare Representative,Married,10322,4,No,20,80,14,6,11,10,11,1
27,No,Non-Travel,1277,Research & Development,Life Sciences,Male,87,Laboratory Technician,Married,4621,1,No,19,80,3,4,3,2,1,2
55,No,Travel_Frequently,1091,Research & Development,Life Sciences,Male,65,Manufacturing Director,Married,10976,3,No,18,80,23,4,3,2,1,2
28,No,Travel_Rarely,857,Research & Development,Other,Female,59,Research Scientist,Single,3660,3,No,13,80,10,4,8,7,1,7
44,Yes,Travel_Rarely,1376,Human Resources,Medical,Male,91,Human Resources,Married,10482,9,No,14,80,24,1,20,6,3,6
33,No,Travel_Rarely,654,Research & Development,Life Sciences,Male,34,Healthcare Representative,Divorced,7119,4,No,15,80,9,2,3,2,1,2
35,Yes,Travel_Rarely,1204,Sales,Technical Degree,Male,86,Sales Executive,Single,9582,0,Yes,22,80,9,2,8,7,4,7
33,Yes,Travel_Frequently,827,Research & Development,Medical,Female,54,Research Scientist,Single,4508,1,No,22,80,14,4,13,7,3,8
28,No,Travel_Rarely,895,Research & Development,Life Sciences,Male,50,Laboratory Technician,Divorced,2207,1,No,16,80,4,5,4,2,2,2
34,No,Travel_Frequently,618,Research & Development,Life Sciences,Male,45,Healthcare Representative,Single,7756,0,No,17,80,7,1,6,2,0,4
37,No,Travel_Rarely,309,Sales,Life Sciences,Female,88,Sales Executive,Divorced,6694,2,Yes,14,80,8,5,1,0,0,0
25,Yes,Travel_Rarely,1219,Research & Development,Technical Degree,Male,32,Laboratory Technician,Married,3691,1,Yes,15,80,7,3,7,7,5,6
26,Yes,Travel_Rarely,1330,Research & Development,Medical,Male,37,Laboratory Technician,Divorced,2377,1,No,20,80,1,0,1,1,0,0
33,Yes,Travel_Rarely,1017,Research & Development,Medical,Male,55,Research Scientist,Single,2313,4,Yes,20,80,5,0,2,2,2,2
42,No,Travel_Rarely,469,Research & Development,Medical,Male,35,Manager,Married,17665,0,No,17,80,23,3,22,6,13,7
28,Yes,Travel_Frequently,1009,Research & Development,Medical,Male,45,Laboratory Technician,Divorced,2596,1,No,15,80,1,2,1,0,0,0
50,Yes,Travel_Frequently,959,Sales,Other,Male,81,Sales Executive,Single,4728,3,Yes,14,80,5,4,0,0,0,0
33,No,Travel_Frequently,970,Sales,Life Sciences,Female,30,Sales Executive,Married,4302,0,No,17,80,4,3,3,2,0,2
34,No,Non-Travel,697,Research & Development,Life Sciences,Male,40,Research Scientist,Married,2979,3,No,17,80,6,2,0,0,0,0
48,No,Non-Travel,1262,Research & Development,Medical,Male,35,Manager,Single,16885,2,No,22,80,27,3,5,4,2,1
45,No,Non-Travel,1050,Sales,Life Sciences,Female,65,Sales Executive,Married,5593,1,No,13,80,15,2,15,10,4,12
52,No,Travel_Rarely,994,Research & Development,Life Sciences,Male,87,Healthcare Representative,Single,10445,7,No,19,80,18,4,8,6,4,0
38,No,Travel_Rarely,770,Sales,Marketing,Male,73,Sales Executive,Divorced,8740,0,Yes,14,80,9,2,8,7,2,7
29,No,Travel_Rarely,1107,Research & Development,Life Sciences,Female,93,Research Scientist,Divorced,2514,4,No,22,80,11,1,7,5,1,7
28,No,Travel_Rarely,950,Research & Development,Medical,Female,93,Manufacturing Director,Divorced,7655,0,No,17,80,10,3,9,7,1,7
46,No,Travel_Rarely,406,Sales,Marketing,Male,52,Manager,Married,17465,3,No,12,80,23,3,12,9,4,9
38,No,Travel_Rarely,130,Sales,Marketing,Male,32,Sales Executive,Single,7351,7,No,16,80,10,2,1,0,0,0
43,No,Travel_Frequently,1082,Research & Development,Life Sciences,Female,83,Manufacturing Director,Married,10820,8,No,11,80,18,1,8,7,0,1
39,Yes,Travel_Frequently,203,Research & Development,Life Sciences,Male,84,Healthcare Representative,Divorced,12169,7,No,11,80,21,4,18,7,11,5
40,No,Travel_Rarely,1308,Research & Development,Medical,Male,44,Research Director,Single,19626,1,No,14,80,21,2,20,7,4,9
21,No,Travel_Rarely,984,Research & Development,Technical Degree,Female,70,Research Scientist,Single,2070,1,Yes,11,80,2,6,2,2,2,2
39,No,Non-Travel,439,Research & Development,Life Sciences,Male,70,Laboratory Technician,Single,6782,9,No,15,80,9,2,5,4,0,3
36,No,Non-Travel,217,Research & Development,Life Sciences,Male,78,Manufacturing Director,Single,7779,2,No,20,80,18,0,11,9,0,9
31,No,Travel_Frequently,793,Sales,Life Sciences,Male,67,Sales Representative,Married,2791,0,No,12,80,3,4,2,2,2,2
28,No,Travel_Rarely,1451,Research & Development,Life Sciences,Male,67,Research Scientist,Married,3201,0,No,17,80,6,2,5,3,0,4
35,No,Travel_Frequently,1182,Sales,Marketing,Male,54,Sales Executive,Divorced,4968,1,No,11,80,5,3,5,2,0,2
49,No,Travel_Rarely,174,Sales,Technical Degree,Male,56,Sales Executive,Married,13120,6,No,17,80,22,3,9,8,2,3
34,No,Travel_Frequently,1003,Research & Development,Life Sciences,Male,95,Manufacturing Director,Single,4033,2,No,11,80,5,3,3,2,0,2
29,No,Travel_Frequently,490,Research & Development,Life Sciences,Female,61,Research Scientist,Divorced,3291,0,No,14,80,8,2,7,5,1,1
42,No,Travel_Rarely,188,Research & Development,Medical,Male,56,Laboratory Technician,Single,4272,4,No,19,80,16,3,1,0,0,0
29,No,Travel_Rarely,718,Research & Development,Medical,Male,79,Manufacturing Director,Married,5056,1,Yes,15,80,10,2,10,7,1,2
38,No,Travel_Rarely,433,Human Resources,Human Resources,Male,37,Human Resources,Married,2844,1,No,13,80,7,2,7,6,5,0
28,No,Travel_Frequently,773,Research & Development,Life Sciences,Male,39,Research Scientist,Divorced,2703,1,Yes,14,80,3,2,3,1,0,2
18,Yes,Non-Travel,247,Research & Development,Medical,Male,80,Laboratory Technician,Single,1904,1,No,12,80,0,0,0,0,0,0
33,Yes,Travel_Rarely,603,Sales,Marketing,Female,77,Sales Executive,Single,8224,0,Yes,17,80,6,3,5,2,0,3
41,No,Travel_Rarely,167,Research & Development,Life Sciences,Male,46,Laboratory Technician,Married,4766,3,Yes,11,80,6,4,1,0,0,0
31,Yes,Travel_Frequently,874,Research & Development,Medical,Male,72,Laboratory Technician,Married,2610,1,No,12,80,2,5,2,2,2,2
37,No,Travel_Rarely,367,Research & Development,Medical,Female,52,Healthcare Representative,Divorced,5731,7,No,13,80,9,2,6,2,1,3
27,No,Travel_Rarely,199,Research & Development,Life Sciences,Male,55,Research Scientist,Married,2539,1,No,13,80,4,0,4,2,2,2
34,No,Travel_Rarely,1400,Sales,Life Sciences,Female,70,Sales Executive,Married,5714,1,No,20,80,6,3,6,5,1,3
35,No,Travel_Rarely,528,Human Resources,Technical Degree,Male,100,Human Resources,Single,4323,1,No,17,80,6,2,5,4,1,4
