ID,LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default Status
23892,2,23,1991,1915,572,1926,18595,19135,,572,252,1,84,75,Not Default
23893,15,3,84777,8153,7894,73785,7787,59526,2881,373,2584,126,1357,1736,Not Default
23894,62,29,524191,524555,445543,443199,4514,431316,1936,15669,1611,16,155,172,Not Default
23895,27,36,276192,271773,262623,268735,27379,273139,11,111,12,11,12,15,Not Default
23896,13,29,88766,91466,93182,9851,96576,98452,5,4,,72,35,36,Default
23897,15,22,82791,82533,772,4534,36352,36499,3187,2381,1579,1265,1584,597,Not Default
23898,5,26,38189,2844,23228,21482,1829,1875,3,1436,1162,2184,871,5,Not Default
23899,5,26,13294,12799,12311,11816,1414,1356,,,,2394,,,Default
239,2,23,1521,17452,19853,19437,,,6,3,295,,,,Default
2391,5,22,2454,,,,,,,,,,,,Not Default
2392,17,25,112367,16345,9149,972,8328,83956,5451,4456,2992,3,32,32,Not Default
2393,5,29,51232,5732,5962,4998,32361,21138,19,23,15,15,9,9,Not Default
2394,2,22,1836,18977,19328,1935,19262,1238,1287,1462,1522,1165,,1,Not Default
2395,2,22,14542,1411,16899,16335,1659,1759,,3132,,742,151,,Default
2396,2,21,23675,2297,1754,2333,13,,18,124,2333,,,,Not Default
2397,2,21,18671,18497,19633,18347,9347,,1614,175,1,1,,,Not Default
2398,2,22,19231,2235,21579,22231,2231,21687,1331,1675,1327,8,783,777,Default
2399,9,25,79938,67857,66929,67797,47739,48163,3,3,3,3,2,2,Not Default
2391,8,26,495,33,165,481,316,151,,,481,,,,Not Default
23911,5,22,28725,28424,3965,28612,25498,24866,2,5,15,1,2,5,Default
23912,6,23,31348,5778,5347,19443,16597,18423,219,5,2,1,2,1,Not Default
23913,5,22,49718,5362,4994,545,29795,28383,1786,2,15,22,,11,Not Default
23914,2,22,17875,2524,17478,18224,18926,19627,33,,15,1,1,1,Not Default
23915,2,23,19812,2388,19145,2124,2127,215,13,133,139,72,719,1,Not Default
23916,5,24,9,656,729,1734,916,18864,7396,1459,1,18,18784,1,Not Default
23917,8,24,5781,29297,78589,7886,5663,5214,44,5,334,18,1817,175,Not Default
23918,5,22,38251,34489,32252,6182,17118,8922,4,15,15,25,5,4,Not Default
23919,2,22,17456,16896,16345,15785,1718,18736,,,,15,2,2,Default
2392,2,22,15662,164,1746,16676,1674,16984,9,16,2,6,7,21,Not Default
23921,5,22,45458,4645,47599,48456,44546,43256,251,22,216,29,292,12,Default
23922,5,23,4332,,,,,,,,,,,,Not Default
23923,5,23,35176,325,12625,,,,27,5,,,,,Not Default
23924,2,23,1683,14566,11,9238,692,5813,5,5,12,5,5,1,Not Default
23925,42,24,392639,397332,376317,21462,1643,162836,16117,2516,792,619,4636,557,Not Default
23926,5,25,17826,1862,19722,1935,1949,2221,14,22,86,1,2,1,Not Default
23927,11,26,83796,86713,93436,9175,88714,94316,52,9,,,762,3424,Not Default
23928,2,21,1323,4443,3259,2969,,,136,1132,2,,,,Not Default
23929,2,22,16439,1714,18269,3882,19923,6825,1279,148,118,1,5,5,Not Default
2393,5,23,9168,1178,112,12214,1268,12718,1166,1188,122,596,461,462,Not Default
23931,18,23,9679,99673,1951,14625,16498,115632,4485,3682,5253,5,11,1,Not Default
23932,2,22,1869,12289,556,631,724,6943,35,1,1,1,,1,Not Default
23933,2,21,22291,15999,12874,835,75,85,17,1174,4,15,1,,Not Default
23934,2,21,27,19278,3346,-78,78,213,172,1,,156,213,368,Not Default
23935,2,22,18292,1771,17137,1983,1924,18419,,,3,,,2,Default
23936,5,22,38311,5272,5639,5352,47335,32489,252,16216,8734,118,9421,155,Not Default
23937,5,26,3178,32439,2832,13881,14376,15261,17,2,15,11,15,2,Not Default
23938,15,27,3462,1147,72,,,,1147,6,,,,,Not Default
23939,7,27,29193,3214,3113,31622,3212,32742,18,17,13,13,13,13,Default
2394,5,27,47568,46482,44546,4745,1991,17786,,2,1241,633,616,25,Default
23941,15,32,15,,,1662,,,,,1662,,,,Not Default
23942,1.00E+00,26,4453,226,1953,353,853,4828,226,1953,31,,4828,,Not Default
23943,2,24,1573,16776,3536,14694,16914,1474,1313,211,4,6,4,174,Not Default
23944,2,24,1468,1676,18342,17755,17967,17538,32,22,,8,,141,Not Default
23945,2,24,3724,5646,688,1446,13924,16924,2,1262,75,278,3,,Not Default
23946,2,22,2813,19666,276,19875,19659,1931,1,27,2,8,465,1,Not Default
23947,1.00E+00,25,7668,69334,54883,55383,3695,31322,2895,288,1511,1124,153,19,Not Default
23948,19,29,185222,163336,157158,149423,11538,97756,5836,6358,5487,438,383,342,Not Default
23949,5,22,47871,44546,28628,1952,1971,7538,1546,1519,135,296,23,1,Not Default
2395,2,24,14665,14146,13634,1441,16257,15713,,,13,211,,,Default
23951,7,26,8587,9386,9456,9528,7481,7794,11,1178,125,3,4,25,Not Default
23952,5,24,52359,51158,3957,52522,31921,29265,264,153,53874,19,934,719,Not Default
23953,2,25,2873,224,2365,19565,9928,12758,4,1378,123,1546,3,2,Default
23954,2,24,72,1,1192,784,62,3982,1,1192,787,124,3982,1156,Default
23955,2,24,1768,1287,13115,1419,14328,14629,152,153,16,67,68,686,Not Default
23956,5,24,48846,48136,72898,3613,29384,29356,194,37,5396,6,13,1449,Not Default
23957,2,23,1242,18778,1965,1825,17414,1768,1,13,13,69,7,189,Not Default
23958,5,23,,,,1,,,,,1,,,,Not Default
23959,5,24,5784,3392,2182,,292,-2272,,1,,292,,,Not Default
2396,2,24,255,541,275,329,544,19,541,275,329,544,19,241,Not Default
23961,2,25,12589,716,243,19853,2157,2182,,1,2,1,72,18,Not Default
23962,5,25,4698,4789,494,29662,2836,28831,191,2141,1763,1161,177,1167,Default
23963,7,25,23799,9,11818,12889,943,26713,9,7,5,443,5,,Not Default
23964,2,27,12546,1383,14599,1565,15964,1724,15,13,13,574,15,,Default
23965,2,24,17611,1838,17473,169,1769,18255,1,,,1376,1,649,Not Default
23966,2,23,2432,16941,1866,19259,271,198,128,145,1598,141,121,,Not Default
23967,2,25,17286,18199,18559,1968,1953,165,1594,1344,1243,618,579,778,Default
23968,22,26,44432,128967,9675,71616,65415,57914,1.00E+00,1872,378,796,12,25,Not Default
23969,12,25,63119,6134,54675,5226,1325,8992,22,1828,5,,5,1,Default
2397,14,26,17376,4879,6266,4379,42,,497,6284,4392,42,,245,Not Default
23971,5,27,48215,44175,83132,4279,44781,45619,47,,176,348,17,,Not Default
23972,5,25,4734,48442,49173,4929,4891,4891,25,22,17,1,,,Not Default
23973,1,26,714,8489,9488,9129,9479,9523,11153,1152,115,5,345,387,Not Default
23974,5,25,18164,19456,2486,21241,21788,23281,19,1645,14,9,2,,Not Default
23975,5,26,25126,26697,28222,2718,27979,28926,2,2,2,15,15,1,Not Default
23976,2,25,26694,1298,9768,8798,944,6864,12,2,2,1,1,1,Not Default
23977,2.00E+00,26,-4,99,6737,612,5167,3132,913,6737,631,5167,3132,229,Not Default
23978,4,26,21651,19279,1976,15838,17616,1181,59,5,156,7,497,2,Not Default
23979,3,23,1444,32852,17113,4818,4818,,3196,2,,,,,Not Default
2398,2,23,15789,16831,244,19621,1451,,161,4183,,281,,,Default
23981,5,23,51274,5474,49724,48437,18712,19129,4175,41,5175,7,718,7,Not Default
23982,2,24,546,48,498,449,1651,1114,,948,449,17,1114,,Not Default
23983,13,25,7285,74937,759,74982,7971,81282,33,28,3,6,3,,Not Default
23984,16,25,471,4554,477,5494,4586,4686,16,1276,1,92,1,1,Not Default
23985,11,25,54165,8849,99595,9955,3328,24564,8849,3,4,3328,24564,42,Not Default
23986,5,37,1629,1739,1864,1976,19453,19862,1281,136,1318,695,721,118,Default
23987,5,25,2926,5386,51981,585,51518,5713,25,,,18,18,24,Not Default
23988,24,26,27967,2877,2797,18788,169261,148519,116,281,169267,562,468,596,Not Default
23989,2,27,23,2948,3372,,,,186,1,,,,,Not Default
2399,5.00E+00,3,192,5227,5453,554,6263,1831,433,196,12,6315,1833,9649,Not Default
23991,6,26,59487,59199,59326,58938,311,29735,2113,25,3,25,15,11,Not Default
23992,5,25,47727,45926,4795,49485,4983,45187,21,22,35,2,,5151,Not Default
23993,5,24,46521,47597,48799,41286,16764,1696,215,2352,1239,717,585,589,Not Default
23994,2,25,39,39,39,39,39,78,39,39,39,39,39,,Not Default
23995,3,25,3274,3517,3485,3533,29148,29782,1932,39,17,12,118,25,Not Default
23996,8,25,896,82789,893,8215,63296,49854,38,6,3636,2646,2,183,Not Default
23997,2,25,14447,15455,17562,17322,17119,1735,1552,2659,1419,66,5,1,Not Default
23998,1,26,8882,9933,9825,1756,1668,9176,13,22,13,32,182,1,Not Default
23999,2,26,2564,2284,19394,3995,,,355,1467,196,1,,,Not Default
24,1.00E+00,26,1544,149,267,1944,389,1221,11,12,1,5,1,1,Default
241,5,23,51246,49758,48456,44116,21247,266,8,241,2254,24,74,77,Not Default
242,6,26,5872,594,57416,55736,26958,28847,2282,2324,249,2,3,112,Default
243,4.00E+00,27,1533,8626,1147,1745,2737,9545,251,19,1437,115,51,959,Not Default
244,2,27,21673,2151,244,1979,2113,1984,,,,9,,,Not Default
245,5,27,3259,-1,,,7,12,,1,,7,2,1,Not Default
246,11,27,12551,1355,1589,17164,15988,18617,55,6,6,4,5,4,Not Default
247,3,23,4443,37,38,59,774,224,43,4,61,754,155,5674,Not Default
248,23,27,34592,23689,27652,843,9811,9865,1816,515,1293,2,528,3,Not Default
249,2,23,18455,1999,2215,19298,1987,12294,2,2,1612,1121,72,1,Not Default
241,3,24,63,4912,6214,3311,443,96,144,2259,,15,425,895,Not Default
2411,9,25,91151,88937,9197,52285,4643,4744,3453,3868,196,1658,1718,22,Not Default
2412,3,25,24279,25281,26568,29872,2354,25724,1713,2,4,,3,1,Default
2413,2,24,2569,19927,16371,17291,181,1876,,,15,1,1,836,Default
2414,2,24,17996,1912,19117,19664,1,46,21,1,1,11,46,,Default
2415,5,24,12236,13324,1443,1546,1584,16549,13,13,13,6,1,62,Not Default
2416,8,25,416,416,416,416,416,416,416,416,416,416,416,416,Not Default
2417,12,28,231,6665,88,,444,444,6673,88,,444,444,444,Not Default
2418,5,25,5814,-73,11427,191,7391,6554,,115,191,72,2,7,Not Default
2419,2.00E+00,26,5124,51122,52533,52772,53441,22246,183,2235,1447,169,445,9332,Not Default
242,15,25,14662,144334,14816,15128,94834,97487,6,6,5176,5,42,3628,Not Default
2421,36,24,1188,183,777,-3,-3,-3,13,783,,,,,Default
2422,6,25,56918,6121,52757,2929,2643,26969,5914,17,316,,114,1134,Not Default
2423,8,25,79977,7891,8288,8215,319,85,,3456,375,319,85,322,Not Default
2424,32,25,146183,14873,16992,174315,17332,17616,626,256,125,656,76,86,Not Default
2425,14,25,142697,137269,133767,12287,117183,119575,51,6377,564,416,8239,,Default
2426,2,26,15,15,15,15,15,15,,,,,,,Default
2427,11,26,688,196,329,389,361,3396,196,329,,563,296,2,Not Default
2428,19,26,45694,52361,43563,499,5758,36922,9,8,,12,3,,Not Default
2429,13,25,11329,112561,119435,15382,49643,46812,565,12421,,7,,2,Not Default
243,16,26,138825,135233,1338,7927,6666,6666,68,56,3715,6666,6666,6666,Default
2431,26,26,2533,19835,18951,178738,182973,187233,765,754,65,7,71,1,Not Default
2432,8,26,7412,945,196,162,66,178,945,196,163,66,178,,Not Default
2433,5,25,28651,41897,4332,47242,46212,4525,142,21,5215,,,,Default
2434,1.00E+00,26,91189,93383,9631,9858,92724,963,35,43,44,4,47,5,Not Default
2435,2,27,7326,76,824,9582,9279,9971,,1296,1638,,844,,Default
2436,21,27,,628,232,167,-27,-27,628,,1,,,,Not Default
2437,16,28,84879,5967,38512,19129,15525,11146,2593,2,164,2,11146,26,Not Default
2438,34,26,24172,221836,26485,196137,196447,195114,8,1,1,832,8,85,Not Default
2439,7,27,589,56479,63633,645,62867,6421,,81,25,,25,2455,Default
244,5,27,5142,48878,47884,2956,3672,8346,,2354,141,15,49,7,Default
2441,6,26,187,3263,32432,27976,25862,24571,3267,2119,38,16,142,11,Not Default
2442,2,27,12,12,12,12,12,6,,,,,,,Default
2443,5,27,35215,36227,37876,39984,3941,411,16,2234,342,,17,2,Not Default
2444,24,26,51,1188,3513,1138,1777,19,1188,3513,11794,1785,19,,Not Default
2445,2,23,955,1867,11585,12899,1387,13327,148,1198,1512,7,6,27,Not Default
2446,5,25,29827,3863,31897,29652,2483,1999,1536,157,1316,168,722,822,Not Default
2447,13,25,3974,39767,3868,5654,1938,522,1766,1521,31,,1,,Not Default
2448,5,25,49899,352,29447,1998,14,,1679,2438,17,1,,,Not Default
2449,13,27,6136,9258,3397,2435,157,1467,9272,3397,2435,157,1467,55,Not Default
245,2,27,19483,18956,18742,19738,15627,15753,1258,144,14,399,64,25,Not Default
2451,37,28,64268,2868,3788,9424,2468,2468,2868,1332,9456,2468,2468,2468,Not Default
2452,11,27,18435,19572,4597,513,2889,78834,359,112,114,2889,82718,31,Not Default
2453,2.00E+00,28,23357,21115,19222,189,18463,18934,764,748,6,65,743,,Not Default
2454,16,26,58929,695,61292,16623,33393,3422,3,2,15,33,3,11,Not Default
2455,31,26,3491,39627,315544,39272,24119,235799,1285,13567,1323,8765,9643,935,Not Default
2456,9,27,,,,,,,,,,,,,Not Default
2457,2,22,16226,15682,15146,15856,179,16677,,,1266,15,,1915,Default
2458,3,23,383,,,,,,,,,,,,Not Default
2459,9,24,35865,32764,25348,958,,,1546,1176,1,,,,Not Default
246,24,28,44996,-4,-4,-4,81,19285,,,,85,192869,712,Not Default
2461,26,32,6587,-83,-83,458,-7941,1566,,,541,4538,166,6,Not Default
2462,12,27,29344,33474,2929,26523,2554,19348,553,1789,237,659,82,64,Not Default
2463,8,27,8362,8115,8215,,,,,38,,,,,Not Default
2464,16,27,5574,3327,5958,55914,23285,2917,3353,7916,56116,2332,1158,9976,Not Default
2465,13,27,71,47,49,1235,3946,2817,11,1,1235,311,18,966,Not Default
2466,2,23,14697,11983,498,14899,117,7151,12483,498,14899,117,427,,Not Default
2467,17,26,3779,3751,2362,16633,,51269,1675,15,17,,51269,1865,Not Default
2468,11,27,45443,55567,65753,65379,65467,64596,15567,15753,5379,5467,4596,345,Not Default
2469,5,25,26339,27699,28513,29341,29928,29533,18,1565,1393,98,994,124,Not Default
247,7,26,65329,64584,636,654,2689,18923,3,4,2,43,,1,Not Default
2471,8,25,7791,7965,7927,,,,36,247,,,,,Not Default
2472,5,25,13886,14958,15726,1148,,,3,5,1148,,,,Not Default
2473,6,27,2567,11937,1536,5938,54586,56375,4,1536,5938,13,3,2,Not Default
2474,1.00E+00,28,74269,59948,56323,48985,23894,2342,2812,281,277,13,115,1,Not Default
2475,5,27,17468,48675,36287,3691,2991,49293,324,4,12,,2,2,Not Default
2476,18,28,18725,182435,131327,131288,1116,86644,5,,7326,4124,8693,,Not Default
2477,25,27,73,2244,3119,186,194,4896,2265,3119,1943,194,2896,574,Not Default
2478,14,27,2448,1999,1914,11336,67197,6791,214,1133,512,5,3,5,Not Default
2479,2.00E+00,28,695,8674,6449,14392,14792,816,4628,6454,14392,6,164,,Not Default
248,7,29,32938,33635,35287,362,3796,37999,1548,22,16,2,15,3,Not Default
2481,16,28,7169,581,,972,-1,-1,581,,972,1,,,Not Default
2482,5,28,,,16248,1715,16842,21842,,16248,16,337,5,5,Not Default
2483,3,28,2626,273,26577,2812,29659,3394,2,,2,2,12,1,Not Default
2484,11,28,12282,14196,15922,1882,66883,6883,52,5,5,21,2,2,Not Default
2485,18,27,2793,18795,23194,447,393,26424,153,1257,335,863,72,37,Not Default
2486,15,28,24942,83333,75249,61949,6728,64374,8284,6254,6119,33333,4374,6814,Not Default
2487,11,28,111425,95724,97712,99687,1937,13138,43,4422,4493,38,3975,3773,Not Default
2488,9,27,8444,8619,9214,88296,88357,8556,31,81,,32,3,35,Not Default
2489,11,28,178,1582,1478,98139,72176,7411,4,4,41,3,3,3,Not Default
249,4,28,3333,-167,-5187,-187,-187,113,167,4982,5,,3335,27,Not Default
2491,13,37,139,2196,7533,4656,84,39,2196,7533,4689,84,39,39,Not Default
2492,4,28,38941,3939,2451,15143,15731,9728,22,167,158,25,15,33,Not Default
2493,18,27,17,11392,14688,144,1344,1344,15,35,,,,,Not Default
2494,21,28,29479,21132,-4244,25759,151849,15221,1,2572,21359,622,5817,448,Default
2495,2.00E+00,28,177,116,2628,752,38584,1699,119,287,26316,518,85,1746,Not Default
2496,26,28,251829,234867,237497,215343,25576,27688,1,15,915,75,8,75,Not Default
2497,2,25,769,111,628,2198,365,-34,15,7,25,,,2,Not Default
2498,15,29,1475,,,,,,,,,,,,Not Default
2499,25,26,123148,135439,429,61558,8894,93938,15447,124,21558,2894,15,2,Not Default
241,8,27,7464,72565,63342,51529,41484,3497,224,1,4,2,3,25,Not Default
2411,3,24,14597,15614,18246,1766,17768,18151,1568,32,,7,67,15,Default
2412,2,27,-2,78,,-1,,1222,278,2,1,1,1222,18,Not Default
2413,5,29,23451,22781,2418,2523,26681,26117,,2,18,22,,225,Default
2414,46,29,428369,436349,44978,457587,24651,24565,16833,21,2,8,8,81,Not Default
2415,34,3,326,7132,16684,25749,385,346,7132,1,1,5,17,6,Not Default
2416,1,23,434,5324,659,7313,6469,6988,11,1279,183,5,1,1,Not Default
2417,5,24,11772,1314,11199,12693,1764,131,1469,16,2,,35,59,Not Default
2418,11,24,74349,7338,71796,73253,74138,75691,311,3187,3244,27,2748,3331,Not Default
2419,5,22,45614,5781,45429,28927,19896,19475,5991,41,1617,816,13,14,Not Default
2411,1.00E+00,27,194,678,132,516,998,482,1,132,,998,,8,Default
24111,8,27,4,6,6,1,9,2934,6,6,1,9,2934,,Not Default
24112,5.00E+00,28,33758,3348,45422,46483,39598,4622,1626,13,21,37,1234,3512,Not Default
24113,36,28,,,,,,,,,,,,,Not Default
24114,28,29,-65,-65,257,65,372,333,,277,3,372,333,499,Not Default
24115,3.00E+00,29,8857,812,12214,27299,,,3,5,21312,,,,Not Default
24116,2,27,39,,78,,,,,78,,,,,Not Default
24117,46,28,1358,5522,5394,3917,1695,22231,5571,1263,3934,172,22238,513,Not Default
24118,5.00E+00,28,92442,9695,111219,251573,3336,269964,736,242,15122,75182,11486,11162,Not Default
24119,5.00E+00,27,252881,224633,486367,616836,256,296217,332,271636,3876,644,5539,1562,Not Default
2412,36,28,9179,1977,1419,16328,17383,17194,1977,85,4,17,371,115,Not Default
24121,5,27,343,2432,3754,11985,19332,,2446,3754,1253,19332,,,Not Default
24122,3,29,2772,,,2215,22649,24583,,,2215,1,23,12,Not Default
24123,14,29,,,,,,,,,,,,,Not Default
24124,5,29,759,36,36,36,36,36,36,36,36,36,36,36,Not Default
24125,2,29,22819,19296,2183,236,19965,261,17,2,16,1,15,1,Not Default
24126,2,29,14171,11136,2649,-11,-1,-1,2,1,,1,,,Not Default
24127,8,27,58324,56789,58276,612,61423,72197,,24,3,25,11576,39,Default
24128,23,28,231357,233543,9933,2378,184695,185116,1,7,2378,6488,665,68,Not Default
24129,11,27,17339,1929,16974,97327,6454,5962,3873,551,3645,1984,3,2356,Not Default
2413,9,27,64497,49929,41498,36492,24636,5298,2297,246,14,493,16,,Not Default
24131,2.00E+00,28,833,932,662,311,355,1266,932,,,355,12,,Not Default
24132,6,25,55656,5874,59257,56229,46624,36594,441,2227,14682,1634,224,978,Not Default
24133,5,29,38916,3799,42382,4319,42198,46572,,5,18,,5232,18,Default
24134,13,29,78337,8129,8332,83362,84592,8627,4,42,2912,25,23,25,Not Default
24135,26,29,393,152,1593,149,1959,1255,12,1758,152,196,1255,446,Not Default
24136,18,29,,,,,,215,,,,,215,,Default
24137,24,29,944,92433,94548,96375,98453,1549,35,36,35,35,35,35,Not Default
24138,15,28,15855,27241,2818,9864,3957,225,1856,465,158,3976,2216,,Not Default
24139,26,28,825,65,825,644,819,1294,65,1,644,1,13,825,Not Default
2414,1.00E+00,29,711,1141,21,78,39,93,1,78,193,,93,,Default
24141,5,29,13778,15837,16285,179,18223,18778,26,1,13,15,1,1,Not Default
24142,15,27,14934,15246,141196,1582,16478,1796,1,64,575,3,5,35,Not Default
24143,4,27,3377,3455,32644,29645,2293,,1554,371,1384,147,,,Not Default
24144,2,24,17172,18179,1961,2182,19982,19482,1597,1479,16,4,,298,Not Default
24145,3,28,29234,29383,29851,29978,29378,2923,2,2,2,12,15,3,Not Default
24146,28,28,1296,182,,597,8628,236,3543,1195,597,8628,236,768,Not Default
24147,43,29,42396,3841,375827,33644,35336,355121,14,134,3696,5336,12752,1598,Not Default
24148,7,29,1713,18312,19516,2685,22142,2334,15,15,15,18,17,,Default
24149,3,29,2794,28547,29398,29864,3115,15818,15,17,15,11,1,1,Not Default
2415,3,27,7956,1529,2887,29391,29724,34,5,28872,15,1,178,1,Not Default
24151,8,29,217,17562,1779,15631,1342,13197,17568,315,28,19,25,57,Not Default
24152,5,27,47189,48182,49479,4974,1938,18653,1778,275,13,7,677,691,Not Default
24153,23,27,24874,195,11717,754,9941,6113,2,2,354,5,3113,9417,Not Default
24154,23,29,41154,44121,43286,39215,39814,4437,4,25,,3,3,5,Not Default
24155,11,29,557,58362,56598,5198,48647,47862,5,25,,2,2,1854,Default
24156,2.00E+00,29,25,25,25,25,25,25,,,,,,,Default
24157,5,28,44619,44645,44841,4495,44577,44816,215,23,225,17,2,17,Not Default
24158,6,28,3567,31274,34455,3594,34233,36521,1519,37,15,,3,,Not Default
24159,2,28,78,118,,41,,-2,118,,41,1,2,2,Not Default
2416,32,29,172655,168256,16553,161152,158468,145399,1,1,1,1,2,,Not Default
24161,22,28,15544,155328,156136,158416,161212,15679,12,6,6,6,6,12,Not Default
24162,47,29,215666,2916,2797,212373,193628,18498,7395,837,948,1,6115,575,Not Default
24163,6,29,11976,13462,15231,16966,17878,1985,2,2,2,15,15,15,Not Default
24164,33,29,25131,1661,17586,1258,16254,8213,12,1157,1331,45,299,71,Not Default
24165,11,28,19241,111541,113676,114223,11876,1771,56,54,4,,4,37,Default
24166,8,29,12237,11756,11281,12785,12283,13184,,,2,,11,,Default
24167,29,3,243992,241283,243722,235297,243312,242827,1191,12,9,12,11,15,Not Default
24168,2,22,24,24,24,24,24,24,,,,,,,Default
24169,3,28,9799,156,9815,7576,5746,39,235,2,,144,128,39,Not Default
2417,8,27,58323,6741,62813,65151,66568,7168,4,3662,4,25,459,239,Not Default
24171,5,28,28249,1934,5742,,-3481,58,1196,2,8,,458,49163,Default
24172,15,28,8869,4635,216,-2,-2,-2,466,2166,,,,91,Not Default
24173,2,28,18534,17944,2199,19492,19888,1487,,286,,549,441,52,Not Default
24174,14,24,13884,15697,11636,97298,7781,72592,4,4,38,3,33,23,Not Default
24175,26,3,182329,181133,177351,17513,182154,188264,1,1,1,1,1,17,Not Default
24176,12,3,2494,1991,1497,998,697,-13,1997,156,11,699,,897,Not Default
24177,11,3,35283,26,9,63853,5938,6576,15,15,63853,15,262,,Not Default
24178,14,3,13297,136435,138696,139673,141573,14474,6334,66,55,4821,5188,56,Not Default
24179,1.00E+00,27,18762,11941,99264,9972,136,1536,25,492,4118,318,56,3663,Not Default
2418,36,3,9939,14212,4483,118712,34244,21269,14226,4612,129567,685,425,4137,Not Default
24181,7,3,68671,688,62648,46342,4694,48558,25,3182,18,13,2,2,Not Default
24182,21,3,12989,135229,16382,79423,78981,81884,12112,4513,34,5,5,1,Not Default
24183,2.00E+00,3,1514,1828,16456,1537,14966,1623,1844,16474,15392,14972,1624,1496,Not Default
24184,2.00E+00,28,162439,92626,73816,7933,79539,8584,4,3,65,313,5,3,Not Default
24185,16,28,157921,144659,15412,15143,115731,113635,6,2549,3,5,5,45,Not Default
24186,12,31,-19,-62,-15,-191,24,11,,,,215,12,551,Default
24187,18,32,173179,168499,17856,177544,172432,17394,,7326,1,7,8,1,Not Default
24188,24,29,21522,224877,2887,17964,227939,232618,2,843,4978,22,8638,8584,Not Default
24189,12,27,113556,114844,117777,11986,713,12991,42,4773,3776,32,1882,4,Default
2419,2.00E+00,28,99216,1142,34162,712,712,862,53,3,8712,712,862,74,Not Default
24191,28,3,16637,166291,162992,134154,16157,16749,12126,3912,5,3,1,1,Not Default
24192,2,3,16925,12216,1179,1536,-31,-31,1,1179,1536,,,,Default
24193,2,3,175,15451,1867,17469,1995,19763,,2874,,2712,1566,818,Default
24194,26,29,8832,1528,,,5987,5837,15,,,5987,,27887,Default
24195,22,29,326,326,326,326,326,322,326,326,326,326,322,646,Not Default
24196,3,3,5678,2762,2462,1319,4679,,2774,2476,13263,4793,,,Not Default
24197,8,29,8832,4283,317,41,34985,374,2,45,5,35,3,2,Not Default
24198,8,3,66995,67794,6967,7864,7192,7347,25,35,3,28,28,,Default
24199,14,3,18,1885,4158,221,-372,628,1885,4158,,,2,,Not Default
242,22,3,78,39,,78,,78,39,,78,,78,39,Default
2421,11,3,574,51123,47251,4663,52889,5397,5,4,4,1,5,5,Not Default
2422,24,31,168376,17289,17612,179175,1889,184383,7648,79,8,65,69,7,Not Default
2423,17,28,145584,125746,12747,146833,64268,5897,65,569,7,27,22,22,Not Default
2424,21,31,14994,14224,141553,143811,144587,14682,51,521,516,52,53,615,Not Default
2425,3.00E+00,29,1898,257,4576,3567,218,644,2572,4599,3585,218,644,1,Default
2426,19,26,124896,178,1281,98753,98727,99484,4633,8858,12,3588,3543,37,Not Default
2427,2.00E+00,27,4484,19247,191248,191678,182676,181568,195316,719,7493,5275,5786,231,Not Default
2428,15,25,141242,7174,14668,148658,135768,138681,4,77,6,5,51,51,Not Default
2429,5,23,16252,17275,18392,1917,2555,212,16,17,14,1689,,9,Not Default
2421,1,24,-2,-391,-781,9211,9422,8853,,,15,5,5,1,Not Default
24211,7,31,25856,13737,7716,25732,46671,26516,13737,7716,2574,46684,26516,5617,Not Default
24212,47,3,9884,3285,513,9258,435,11,331,5127,934,4326,151,7661,Not Default
24213,25,28,43,2527,1652,7734,3337,7866,2549,1715,842,423,9167,336,Not Default
24214,7,28,71199,4942,4787,28596,4465,324,257,324,2122,,,48459,Not Default
24215,8,28,,47,27,,,,47,27,,,,,Not Default
24216,27,29,1576,199973,1928,166364,141918,141984,199973,8,78,5,55,5,Not Default
24217,18,27,349,1257,197,243,323,155,126,114,243,323,155,29,Default
24218,23,29,481,12381,,,,376,12381,,,,376,,Not Default
24219,8,3,79629,781,5976,5812,4788,3758,1691,116,16,154,147,127,Default
2422,29,3,792,264,264,264,26,4738,264,,,26,4746,5392,Not Default
24221,23,3,334,36348,36163,32653,3821,29827,36348,31,2,12,2,1,Not Default
24222,13,31,132242,117873,12889,118293,121312,121162,5,5,5,5,5,5,Not Default
24223,5.00E+00,32,331751,254846,162969,142735,76989,16476,1558,741,368,94,16476,152,Not Default
24224,58,32,49193,46367,38111,33497,268,2222,11686,8348,6593,7197,197,13381,Not Default
24225,18,3,42198,43192,47493,4841,596,51238,2,5,2,25,21,1623,Not Default
24226,46,31,4533,923,8317,12338,12744,12397,52,1,52,11,3,733,Not Default
24227,7,3,72576,7775,68184,67172,5596,48876,,347,2849,18,2,1944,Default
24228,31,32,217464,217951,222465,142935,147857,15442,85,91,52,73,7,3939,Not Default
24229,5,3,49233,48146,529,5921,4889,49639,,3,5,,1815,2,Default
2423,2.00E+00,32,8888,86484,9254,912,93629,9698,,7421,,5,5,5,Default
24231,3.00E+00,31,437,,,,,,,,,,,,Not Default
24232,11,31,73,593,1181,11312,11312,11312,593,1181,11312,,,,Not Default
24233,5,27,-45,559,163,267,-129,325,1,,5,,1,5,Default
24234,36,31,,392,827,136198,138722,141629,392,827,13711,5,5119,5376,Not Default
