Unnamed,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
7765,72554,Male,Loyal Customer,45,Business travel,Business,2092,2,4,4,4,5,3,4,2,2,2,2,2,2,4,0,7,neutral or dissatisfied
7766,12698,Female,Loyal Customer,59,Business travel,Eco,721,5,2,2,2,5,5,5,2,2,2,4,5,2,5,208,224,satisfied
7767,113801,Female,Loyal Customer,42,Business travel,Business,258,2,2,2,2,5,4,4,5,5,5,5,4,5,4,7,0,satisfied
7768,73467,Female,Loyal Customer,45,Personal Travel,Eco,1005,3,4,3,4,5,4,4,5,5,3,5,4,5,4,11,0,neutral or dissatisfied
7769,15957,Male,Loyal Customer,60,Personal Travel,Eco,738,2,5,2,1,5,2,5,5,4,5,5,5,5,5,77,64,neutral or dissatisfied
7770,58493,Female,disloyal Customer,12,Business travel,Eco,719,2,2,2,4,5,2,5,5,1,5,4,1,4,5,52,32,neutral or dissatisfied
7771,118863,Female,Loyal Customer,51,Personal Travel,Eco Plus,646,4,3,4,2,1,2,3,4,4,4,4,3,4,2,15,18,neutral or dissatisfied
7772,129089,Female,Loyal Customer,69,Business travel,Eco,2342,1,1,1,1,1,3,4,1,1,1,1,1,1,3,0,0,neutral or dissatisfied
7773,24157,Male,Loyal Customer,33,Business travel,Business,1934,3,4,2,4,3,3,3,3,4,4,3,4,4,3,0,4,neutral or dissatisfied
7774,86415,Male,Loyal Customer,47,Business travel,Business,2051,3,2,2,2,5,3,4,3,3,3,3,2,3,4,0,0,neutral or dissatisfied
7775,18911,Male,Loyal Customer,12,Personal Travel,Eco,500,3,4,3,3,5,3,5,5,3,2,4,5,4,5,0,7,neutral or dissatisfied
7776,31020,Female,Loyal Customer,65,Personal Travel,Eco,391,3,5,3,3,3,1,3,5,5,3,5,5,5,4,0,3,neutral or dissatisfied
7777,54663,Male,Loyal Customer,40,Business travel,Business,3572,3,3,3,3,4,2,2,5,5,5,5,1,5,3,19,9,satisfied
7778,112470,Female,disloyal Customer,17,Business travel,Eco,967,5,5,5,5,1,5,1,1,4,2,4,4,1,1,32,19,satisfied
7779,86624,Male,Loyal Customer,40,Business travel,Business,2370,1,1,1,1,2,5,5,4,4,4,4,3,4,3,0,0,satisfied
7780,56917,Male,Loyal Customer,51,Business travel,Business,2565,5,5,5,5,2,2,2,4,5,5,4,2,3,2,0,0,satisfied
7781,30079,Male,Loyal Customer,19,Personal Travel,Eco,261,3,2,3,3,3,3,3,3,3,3,4,4,3,3,0,0,neutral or dissatisfied
7782,32630,Male,disloyal Customer,40,Business travel,Eco,201,4,0,4,5,2,4,2,2,2,1,3,1,3,2,5,7,neutral or dissatisfied
7783,37823,Female,Loyal Customer,53,Business travel,Business,3133,4,4,4,4,4,4,5,5,5,5,5,3,5,5,61,53,satisfied
7784,53391,Male,Loyal Customer,40,Business travel,Eco Plus,1452,5,1,1,1,5,5,5,5,1,3,2,5,4,5,0,16,satisfied
7785,109340,Female,Loyal Customer,44,Business travel,Business,1072,1,1,1,1,4,4,5,5,5,5,5,3,5,5,8,0,satisfied
7786,129436,Male,Loyal Customer,57,Business travel,Business,2456,2,3,2,2,3,5,4,4,4,4,4,5,4,5,0,0,satisfied
7787,89552,Male,Loyal Customer,58,Business travel,Business,1750,2,2,2,2,3,5,4,4,4,4,4,5,4,5,24,8,satisfied
7788,65248,Female,Loyal Customer,65,Business travel,Eco Plus,190,3,1,1,1,3,2,3,3,3,3,3,2,3,3,0,0,neutral or dissatisfied
7789,72716,Male,disloyal Customer,25,Business travel,Business,985,4,0,4,3,3,4,3,3,4,3,4,5,5,3,0,0,neutral or dissatisfied
7790,38647,Female,disloyal Customer,24,Business travel,Eco,720,4,5,5,4,4,5,4,4,4,2,3,4,4,4,0,0,neutral or dissatisfied
7791,39041,Male,Loyal Customer,17,Personal Travel,Eco,113,2,3,2,3,4,2,4,4,2,5,5,5,4,4,0,1,neutral or dissatisfied
7792,124479,Male,Loyal Customer,50,Business travel,Business,930,1,1,1,1,5,4,5,4,4,4,4,5,4,4,1,28,satisfied
7793,90942,Female,disloyal Customer,21,Business travel,Eco,366,3,4,3,3,3,3,3,3,3,1,3,2,4,3,0,0,neutral or dissatisfied
7794,17030,Female,Loyal Customer,46,Personal Travel,Eco,781,2,5,2,4,3,1,4,1,1,2,1,1,1,4,0,0,neutral or dissatisfied
7795,81200,Male,Loyal Customer,32,Business travel,Business,1426,2,2,1,2,4,4,4,4,5,2,4,3,4,4,21,7,satisfied
7796,7504,Female,Loyal Customer,60,Business travel,Business,2030,4,4,4,4,2,4,4,2,2,2,2,5,2,4,0,0,satisfied
7797,67990,Male,Loyal Customer,56,Personal Travel,Eco Plus,1171,1,4,1,3,3,1,3,3,2,5,3,2,3,3,4,1,neutral or dissatisfied
7798,73229,Male,Loyal Customer,17,Personal Travel,Eco,946,0,5,0,3,2,0,2,2,3,2,4,2,1,2,0,0,satisfied
7799,104416,Male,Loyal Customer,48,Business travel,Eco,1011,1,3,3,3,1,1,1,1,4,2,2,1,2,1,0,4,neutral or dissatisfied
7800,33210,Male,Loyal Customer,21,Business travel,Eco Plus,102,4,2,2,2,4,4,4,4,5,5,5,4,4,4,15,18,satisfied
7801,100196,Female,disloyal Customer,50,Business travel,Business,523,5,5,5,2,2,5,2,2,5,4,5,4,5,2,0,13,satisfied
7802,60401,Female,Loyal Customer,8,Personal Travel,Eco,1452,4,3,4,1,5,4,5,5,1,5,4,2,1,5,0,5,neutral or dissatisfied
7803,124497,Female,disloyal Customer,36,Business travel,Business,930,1,1,1,1,1,3,3,5,5,4,4,3,5,3,178,183,neutral or dissatisfied
7804,48983,Male,disloyal Customer,32,Business travel,Eco,373,1,4,1,1,4,1,4,4,2,5,1,1,3,4,4,0,neutral or dissatisfied
7805,49080,Male,disloyal Customer,25,Business travel,Eco,238,3,0,3,4,5,3,5,5,4,3,5,3,3,5,31,32,neutral or dissatisfied
7806,18976,Female,disloyal Customer,24,Business travel,Eco,792,5,5,5,1,5,4,4,4,4,2,5,4,1,4,170,182,satisfied
7807,79097,Female,Loyal Customer,47,Personal Travel,Eco,306,2,3,5,3,3,3,4,4,4,5,4,3,4,4,0,0,neutral or dissatisfied
7808,10892,Female,Loyal Customer,42,Business travel,Business,312,1,1,1,1,2,5,5,5,5,5,5,5,5,4,4,1,satisfied
7809,2958,Male,Loyal Customer,49,Business travel,Business,2857,3,5,5,5,2,2,3,3,3,3,3,3,3,4,0,0,neutral or dissatisfied
7810,21619,Male,Loyal Customer,42,Business travel,Business,2744,1,1,1,1,3,3,2,2,2,2,2,4,2,2,0,0,satisfied
7811,92238,Male,disloyal Customer,22,Business travel,Business,1201,4,0,5,3,3,5,3,3,5,3,3,4,4,3,0,0,satisfied
7812,40157,Female,Loyal Customer,41,Personal Travel,Business,463,1,5,1,3,3,4,5,2,2,1,2,4,2,4,0,0,neutral or dissatisfied
7813,91585,Female,Loyal Customer,55,Personal Travel,Eco Plus,1123,1,4,1,1,3,5,5,2,2,1,2,3,2,5,16,30,neutral or dissatisfied
7814,75862,Female,Loyal Customer,25,Business travel,Eco Plus,1440,2,1,1,1,2,2,2,2,4,5,4,1,4,2,0,0,neutral or dissatisfied
7815,116521,Female,Loyal Customer,13,Personal Travel,Eco,308,2,4,2,3,2,2,2,2,3,4,4,4,5,2,0,3,neutral or dissatisfied
7816,23930,Female,Loyal Customer,30,Personal Travel,Eco,579,2,5,2,2,2,2,2,2,5,2,5,4,4,2,0,0,neutral or dissatisfied
7817,1958,Male,disloyal Customer,22,Business travel,Eco,383,0,5,1,1,5,1,2,5,5,5,5,3,5,5,0,0,satisfied
7818,78880,Female,Loyal Customer,20,Personal Travel,Eco,449,2,4,2,2,1,2,1,1,3,3,4,4,5,1,15,4,neutral or dissatisfied
7819,53424,Male,disloyal Customer,26,Business travel,Eco,2419,1,1,1,4,1,3,4,1,4,2,4,4,1,4,0,13,neutral or dissatisfied
7820,85120,Male,Loyal Customer,42,Business travel,Business,689,4,4,4,4,2,4,4,4,4,4,4,3,4,5,8,16,satisfied
7821,80769,Male,Loyal Customer,29,Personal Travel,Eco,629,1,2,1,2,2,1,2,2,2,2,2,3,2,2,0,0,neutral or dissatisfied
7822,40094,Male,Loyal Customer,44,Business travel,Business,368,1,1,1,1,3,4,3,4,4,4,4,2,4,1,0,2,satisfied
7823,27336,Female,Loyal Customer,55,Business travel,Eco,672,4,3,3,3,1,1,3,5,5,4,5,5,5,3,0,0,satisfied
7824,22574,Female,Loyal Customer,41,Business travel,Business,300,4,4,4,4,2,1,4,5,5,5,5,5,5,1,0,0,satisfied
7825,65282,Female,Loyal Customer,18,Personal Travel,Eco Plus,247,4,3,4,2,2,4,5,2,3,3,2,3,2,2,21,13,neutral or dissatisfied
7826,42529,Male,Loyal Customer,48,Personal Travel,Eco,328,4,1,4,4,1,4,1,1,2,4,4,4,4,1,0,0,neutral or dissatisfied
7827,129685,Female,disloyal Customer,27,Business travel,Business,447,4,4,4,4,3,4,3,3,5,5,5,3,4,3,0,0,neutral or dissatisfied
7828,106092,Male,disloyal Customer,21,Business travel,Eco,444,2,4,2,2,4,2,4,4,5,2,4,5,4,4,7,2,neutral or dissatisfied
7829,84249,Female,Loyal Customer,59,Personal Travel,Eco,829,3,4,3,4,3,5,4,5,5,3,5,4,5,4,2,2,neutral or dissatisfied
7830,78554,Female,Loyal Customer,35,Business travel,Eco Plus,526,1,2,2,2,1,1,1,1,4,4,4,1,4,1,0,0,neutral or dissatisfied
7831,31547,Female,Loyal Customer,43,Personal Travel,Eco,967,2,4,2,1,3,4,4,4,4,2,4,5,4,4,44,49,neutral or dissatisfied
7832,66574,Male,disloyal Customer,40,Business travel,Eco,624,2,1,2,4,3,2,3,3,3,4,4,2,4,3,0,0,neutral or dissatisfied
7833,120094,Female,Loyal Customer,48,Business travel,Business,1576,3,3,3,3,3,5,4,4,4,5,4,4,4,5,0,0,satisfied
7834,7235,Male,Loyal Customer,37,Business travel,Business,1543,2,5,5,5,2,1,2,3,3,3,2,2,3,3,0,0,neutral or dissatisfied
7835,121955,Female,Loyal Customer,51,Business travel,Business,2736,2,2,2,2,3,4,5,5,5,5,5,3,5,5,16,26,satisfied
7836,104041,Female,Loyal Customer,52,Business travel,Eco,1262,4,3,3,3,1,2,3,4,4,4,4,1,4,2,31,37,neutral or dissatisfied
7837,110552,Male,Loyal Customer,52,Business travel,Business,2522,4,4,4,4,3,4,4,4,4,4,4,3,4,4,0,0,satisfied
7838,19528,Female,Loyal Customer,17,Personal Travel,Business,173,4,4,4,1,4,4,4,4,1,2,5,5,4,4,0,2,satisfied
7839,26091,Male,Loyal Customer,55,Business travel,Eco,591,5,1,1,1,5,5,5,5,4,2,4,2,2,5,0,2,satisfied
7840,70607,Female,Loyal Customer,17,Personal Travel,Eco,2611,5,2,5,4,5,5,3,3,3,4,4,3,3,3,0,0,satisfied
7841,15290,Female,Loyal Customer,28,Personal Travel,Eco,500,2,5,2,1,2,5,5,3,2,5,4,5,5,5,266,281,neutral or dissatisfied
7842,129317,Male,Loyal Customer,41,Business travel,Business,2586,2,2,2,2,5,3,4,5,5,5,5,3,5,4,0,3,satisfied
7843,57918,Male,Loyal Customer,60,Personal Travel,Eco,305,2,5,2,3,3,2,3,3,4,3,5,4,5,3,0,0,neutral or dissatisfied
7844,83344,Male,Loyal Customer,52,Personal Travel,Eco,187,1,5,1,5,5,1,5,5,4,4,5,3,5,5,0,5,neutral or dissatisfied
7845,109743,Female,Loyal Customer,43,Personal Travel,Eco,468,3,4,3,2,4,2,4,3,3,3,3,1,3,2,40,35,neutral or dissatisfied
7846,102948,Female,Loyal Customer,57,Business travel,Business,2161,3,3,2,3,3,5,4,4,4,4,4,4,4,3,0,9,satisfied
7847,87939,Male,Loyal Customer,39,Personal Travel,Business,545,3,2,3,4,5,4,3,5,5,3,5,4,5,3,5,0,neutral or dissatisfied
7848,6819,Male,Loyal Customer,70,Personal Travel,Eco,235,2,5,2,2,4,2,4,4,4,3,4,5,4,4,0,0,neutral or dissatisfied
7849,108395,Female,Loyal Customer,48,Business travel,Eco Plus,1728,2,5,5,5,5,4,3,2,2,2,2,3,2,1,26,50,neutral or dissatisfied
7850,60133,Male,Loyal Customer,52,Business travel,Business,1182,2,3,3,3,2,3,4,2,2,2,2,2,2,2,31,9,neutral or dissatisfied
7851,46099,Male,Loyal Customer,16,Personal Travel,Eco Plus,541,1,5,1,3,5,1,5,5,1,2,4,3,5,5,1,3,neutral or dissatisfied
7852,43758,Male,Loyal Customer,40,Business travel,Business,2738,3,4,4,4,2,2,2,3,3,3,3,3,3,4,0,0,neutral or dissatisfied
7853,47751,Female,disloyal Customer,22,Business travel,Eco,451,0,0,0,1,1,0,1,1,4,4,1,4,2,1,0,0,satisfied
7854,27938,Female,Loyal Customer,29,Business travel,Business,1660,4,4,4,4,4,4,4,4,1,3,5,4,1,4,0,20,satisfied
7855,91814,Male,Loyal Customer,55,Personal Travel,Eco,588,2,5,3,1,1,3,3,1,4,4,4,4,5,1,0,0,neutral or dissatisfied
7856,7574,Female,disloyal Customer,27,Business travel,Eco,594,1,2,1,4,1,1,1,1,2,4,3,3,4,1,0,0,neutral or dissatisfied
7857,106825,Female,disloyal Customer,19,Business travel,Eco,817,5,5,5,2,3,5,3,3,2,3,1,2,4,3,6,6,satisfied
7858,25631,Female,Loyal Customer,51,Business travel,Eco,666,2,2,2,2,2,4,4,2,2,2,2,4,2,2,24,16,neutral or dissatisfied
7859,68372,Male,Loyal Customer,58,Personal Travel,Business,1045,2,4,2,1,5,5,4,3,3,2,3,4,3,5,0,0,neutral or dissatisfied
7860,16809,Female,Loyal Customer,41,Business travel,Business,2713,4,4,4,4,3,5,3,5,5,5,5,4,5,1,0,0,satisfied
7861,89707,Male,Loyal Customer,51,Personal Travel,Eco,1010,3,5,3,3,1,3,1,1,3,1,2,4,2,1,0,0,neutral or dissatisfied
7862,25611,Female,disloyal Customer,39,Business travel,Business,666,1,1,1,4,2,1,3,2,1,2,3,1,4,2,26,0,neutral or dissatisfied
7863,53464,Male,disloyal Customer,29,Business travel,Eco,2442,5,5,5,2,5,3,3,1,3,5,1,3,3,3,0,2,satisfied
7864,12487,Male,Loyal Customer,52,Business travel,Eco Plus,253,5,2,2,2,5,5,5,5,2,5,5,4,5,5,0,0,satisfied
7865,57991,Female,Loyal Customer,44,Business travel,Business,3551,1,2,2,2,4,3,4,1,1,1,1,1,1,1,51,41,neutral or dissatisfied
7866,122834,Female,Loyal Customer,61,Business travel,Business,2524,1,1,1,1,5,4,5,4,4,4,4,4,4,3,0,0,satisfied
7867,122616,Male,Loyal Customer,52,Personal Travel,Eco,728,3,5,3,4,4,3,4,4,1,1,2,4,4,4,0,1,neutral or dissatisfied
7868,11794,Female,Loyal Customer,45,Personal Travel,Eco,429,2,2,2,3,3,3,4,2,2,2,2,4,2,1,70,55,neutral or dissatisfied
7869,26876,Female,Loyal Customer,51,Personal Travel,Eco,2329,1,2,1,1,1,2,1,4,4,1,4,3,4,2,0,0,neutral or dissatisfied
7870,86730,Female,Loyal Customer,8,Personal Travel,Eco,1747,2,0,2,3,1,2,1,1,1,2,3,5,5,1,0,0,neutral or dissatisfied
7871,111450,Female,Loyal Customer,12,Business travel,Business,2717,3,4,4,4,3,3,3,3,4,4,3,4,3,3,26,19,neutral or dissatisfied
7872,45039,Female,Loyal Customer,18,Personal Travel,Business,323,3,4,3,4,3,3,1,3,1,5,4,4,4,3,0,0,neutral or dissatisfied
7873,57605,Female,Loyal Customer,44,Business travel,Business,563,5,5,5,5,3,4,5,4,4,5,4,3,4,3,0,0,satisfied
7874,24129,Female,disloyal Customer,65,Personal Travel,Eco,584,1,1,1,4,4,1,4,4,3,4,4,4,3,4,0,13,neutral or dissatisfied
7875,60037,Female,disloyal Customer,46,Business travel,Business,1023,3,3,3,3,2,3,2,2,3,2,5,5,4,2,10,6,neutral or dissatisfied
7876,66292,Female,Loyal Customer,52,Business travel,Business,852,5,5,5,5,3,4,4,4,4,4,4,4,4,5,32,23,satisfied
7877,12953,Male,Loyal Customer,16,Personal Travel,Eco,674,4,4,4,2,3,4,3,3,5,2,5,5,4,3,0,0,neutral or dissatisfied
7878,119859,Male,Loyal Customer,60,Business travel,Eco,936,2,3,5,5,2,2,2,2,1,4,3,4,3,2,0,0,neutral or dissatisfied
7879,93454,Male,Loyal Customer,41,Personal Travel,Eco,671,3,3,3,1,3,3,1,3,1,3,2,3,1,3,0,0,neutral or dissatisfied
7880,51562,Female,Loyal Customer,69,Business travel,Eco,370,1,2,2,2,2,2,2,1,1,1,1,4,1,4,1,8,neutral or dissatisfied
7881,56095,Female,Loyal Customer,34,Business travel,Business,1628,3,3,3,3,2,3,4,3,3,3,3,3,3,2,6,0,neutral or dissatisfied
7882,2558,Female,disloyal Customer,61,Business travel,Eco,304,4,2,4,3,4,4,4,4,1,3,3,1,3,4,0,0,neutral or dissatisfied
7883,46617,Female,Loyal Customer,31,Business travel,Business,2239,0,5,0,2,3,3,3,3,2,5,3,4,5,3,0,0,satisfied
7884,62360,Male,Loyal Customer,22,Personal Travel,Eco,1589,5,5,5,2,1,5,3,1,4,2,5,5,4,1,15,0,satisfied
7885,7111,Female,Loyal Customer,37,Personal Travel,Eco,177,2,5,2,4,5,2,5,5,5,2,5,5,4,5,0,0,neutral or dissatisfied
7886,8733,Female,Loyal Customer,46,Business travel,Business,3384,2,2,2,2,4,5,5,5,5,5,5,4,5,5,0,0,satisfied
7887,3485,Female,Loyal Customer,39,Business travel,Business,990,3,2,2,2,5,3,4,3,3,3,3,1,3,1,0,0,neutral or dissatisfied
7888,69096,Female,Loyal Customer,59,Personal Travel,Eco,1389,4,4,4,1,2,4,5,1,1,4,1,4,1,5,0,0,neutral or dissatisfied
7889,123082,Male,Loyal Customer,49,Business travel,Business,468,1,1,1,1,2,5,4,5,5,5,5,5,5,3,0,0,satisfied
7890,32756,Female,Loyal Customer,66,Business travel,Business,101,2,3,3,3,2,3,3,2,2,2,2,2,2,1,0,0,neutral or dissatisfied
7891,115572,Female,Loyal Customer,56,Business travel,Eco,337,2,3,3,3,5,4,3,2,2,2,2,4,2,3,0,0,neutral or dissatisfied
7892,43996,Female,Loyal Customer,37,Business travel,Business,1586,2,2,3,2,4,4,5,5,5,5,5,2,5,3,0,0,satisfied
7893,61172,Female,disloyal Customer,32,Business travel,Business,776,2,2,2,3,1,2,5,1,3,2,5,5,5,1,22,25,neutral or dissatisfied
7894,1684,Female,disloyal Customer,22,Business travel,Eco,561,1,0,1,1,4,1,4,4,5,3,5,4,4,4,35,39,neutral or dissatisfied
7895,21325,Female,disloyal Customer,27,Business travel,Business,674,3,3,3,2,1,3,1,1,2,2,2,2,2,1,0,0,neutral or dissatisfied
7896,61263,Female,Loyal Customer,40,Personal Travel,Eco,853,3,4,3,2,1,3,1,1,4,5,5,5,4,1,0,2,neutral or dissatisfied
7897,43296,Female,Loyal Customer,52,Business travel,Eco,387,2,2,2,2,2,4,3,2,2,2,2,1,2,1,0,0,neutral or dissatisfied
7898,96628,Female,disloyal Customer,28,Business travel,Eco,937,3,3,3,3,3,3,1,3,3,2,4,2,4,3,2,0,neutral or dissatisfied
7899,109475,Female,disloyal Customer,21,Business travel,Eco,994,1,1,1,2,3,1,3,3,4,5,5,3,4,3,0,0,neutral or dissatisfied
7900,87208,Male,Loyal Customer,37,Personal Travel,Eco,946,3,5,2,2,2,2,2,2,4,3,5,2,5,2,0,0,neutral or dissatisfied
7901,30106,Female,Loyal Customer,21,Personal Travel,Eco,503,3,4,3,1,4,3,4,4,5,5,5,5,4,4,16,26,neutral or dissatisfied
7902,11923,Male,Loyal Customer,28,Personal Travel,Eco,501,2,4,2,1,2,2,1,2,4,2,4,5,5,2,0,0,neutral or dissatisfied
7903,97264,Male,Loyal Customer,34,Personal Travel,Eco,296,0,4,0,2,2,0,2,2,5,3,4,5,5,2,3,3,satisfied
7904,127314,Male,Loyal Customer,7,Personal Travel,Eco,1979,2,5,2,5,3,2,3,3,3,3,4,1,3,3,0,0,neutral or dissatisfied
7905,78424,Male,Loyal Customer,44,Business travel,Business,666,2,2,5,2,5,5,4,4,4,4,4,5,4,5,0,0,satisfied
7906,41699,Male,Loyal Customer,35,Personal Travel,Eco,347,2,5,2,1,1,2,1,1,5,4,4,3,5,1,0,3,neutral or dissatisfied
7907,30538,Male,Loyal Customer,19,Personal Travel,Eco,701,3,4,3,4,2,3,2,2,4,5,5,4,3,2,11,33,neutral or dissatisfied
7908,105437,Female,Loyal Customer,43,Business travel,Business,1669,4,4,4,4,2,4,4,4,4,4,4,5,4,5,0,0,satisfied
7909,104271,Male,Loyal Customer,39,Business travel,Business,1733,2,2,2,2,3,3,4,5,5,5,5,5,5,4,0,0,satisfied
7910,75973,Male,Loyal Customer,69,Business travel,Business,297,1,1,1,1,4,1,3,4,4,4,4,4,4,5,0,0,satisfied
7911,49065,Male,Loyal Customer,45,Business travel,Eco,86,4,1,1,1,4,4,4,4,1,5,2,4,4,4,0,3,satisfied
7912,28475,Male,Loyal Customer,47,Business travel,Business,1721,3,4,3,4,2,3,4,3,3,3,3,3,3,2,0,0,neutral or dissatisfied
7913,52984,Female,Loyal Customer,59,Business travel,Eco,1208,3,1,1,1,5,1,5,3,3,3,3,3,3,5,25,26,satisfied
7914,71024,Female,Loyal Customer,43,Business travel,Eco,978,4,4,4,4,4,4,4,4,4,4,4,1,4,2,15,0,neutral or dissatisfied
7915,76203,Male,Loyal Customer,25,Personal Travel,Eco,2422,3,5,3,4,1,3,1,1,4,3,5,5,5,1,7,0,neutral or dissatisfied
7916,36417,Female,Loyal Customer,55,Business travel,Eco,369,4,3,3,3,3,5,2,4,4,4,4,4,4,4,0,7,satisfied
7917,69344,Female,Loyal Customer,59,Business travel,Business,944,4,4,4,4,5,4,4,5,5,5,5,4,5,4,0,9,satisfied
7918,61298,Male,Loyal Customer,9,Personal Travel,Eco,967,3,1,3,3,4,3,4,4,1,4,2,3,3,4,4,0,neutral or dissatisfied
7919,125022,Male,Loyal Customer,14,Personal Travel,Eco,184,3,4,3,3,1,3,1,1,3,1,3,3,4,1,0,0,neutral or dissatisfied
7920,32815,Female,Loyal Customer,49,Business travel,Eco,101,3,3,3,3,3,4,4,3,3,3,3,3,3,1,13,29,neutral or dissatisfied
7921,87141,Male,Loyal Customer,22,Business travel,Eco Plus,640,1,2,2,2,1,1,2,1,3,3,3,1,3,1,57,53,neutral or dissatisfied
7922,32195,Female,Loyal Customer,42,Business travel,Business,2478,2,3,3,3,4,4,3,2,2,2,2,2,2,4,0,0,neutral or dissatisfied
7923,65298,Male,Loyal Customer,30,Personal Travel,Eco Plus,551,1,5,1,5,1,1,1,1,5,2,2,1,4,1,0,3,neutral or dissatisfied
7924,86670,Male,Loyal Customer,30,Business travel,Business,3520,5,5,5,5,5,5,5,5,4,3,5,3,5,5,5,0,satisfied
7925,56329,Male,Loyal Customer,42,Business travel,Business,3088,0,5,0,3,4,5,5,5,5,5,5,5,5,5,0,0,satisfied
7926,108080,Male,Loyal Customer,58,Business travel,Business,1166,3,3,3,3,2,4,4,4,4,5,4,3,4,5,2,0,satisfied
7927,19223,Male,disloyal Customer,34,Business travel,Eco,459,2,3,3,4,2,3,2,2,1,3,1,5,4,2,0,0,neutral or dissatisfied
7928,62776,Female,Loyal Customer,39,Business travel,Business,899,4,4,4,4,1,4,5,5,5,5,5,4,5,5,1,16,satisfied
7929,106355,Male,disloyal Customer,23,Business travel,Eco,551,0,5,0,2,5,0,5,5,3,4,4,4,4,5,0,0,satisfied
7930,20408,Male,Loyal Customer,39,Business travel,Business,299,5,5,3,5,3,2,3,5,5,5,5,3,5,2,0,21,satisfied
7931,113610,Male,Loyal Customer,52,Personal Travel,Eco,397,2,5,2,3,4,2,4,4,5,5,5,4,2,4,3,4,neutral or dissatisfied
7932,76057,Male,Loyal Customer,54,Business travel,Business,669,1,1,1,1,5,4,5,5,5,5,5,4,5,3,0,0,satisfied
7933,115670,Female,Loyal Customer,20,Business travel,Business,1569,3,5,2,5,3,3,3,3,3,3,2,2,2,3,2,0,neutral or dissatisfied
7934,126156,Male,disloyal Customer,24,Business travel,Eco,600,1,3,1,3,4,1,4,4,3,5,4,4,4,4,0,6,neutral or dissatisfied
7935,15082,Female,disloyal Customer,39,Business travel,Business,239,4,3,3,4,5,3,5,5,4,2,5,3,2,5,0,0,satisfied
7936,90648,Female,Loyal Customer,33,Business travel,Business,3636,2,2,2,2,3,4,5,5,5,5,5,3,5,5,5,14,satisfied
7937,76890,Female,disloyal Customer,41,Business travel,Business,630,5,5,5,5,2,5,3,2,3,2,5,3,4,2,0,0,satisfied
7938,73619,Male,Loyal Customer,41,Business travel,Business,3329,4,3,4,4,3,4,4,4,4,4,4,3,4,3,29,24,satisfied
7939,66968,Female,Loyal Customer,29,Business travel,Business,1119,1,1,1,1,5,5,5,5,3,2,4,5,5,5,0,6,satisfied
7940,69334,Male,Loyal Customer,42,Business travel,Eco,1096,2,4,4,4,2,2,2,2,3,5,3,2,3,2,0,22,neutral or dissatisfied
7941,18313,Male,Loyal Customer,42,Business travel,Eco,715,5,1,1,1,5,5,5,5,2,3,1,5,3,5,0,0,satisfied
7942,37340,Male,Loyal Customer,44,Business travel,Eco,1035,4,5,3,5,4,4,4,4,2,5,5,3,5,4,37,25,satisfied
7943,95400,Male,Loyal Customer,20,Personal Travel,Eco,148,2,4,2,3,2,2,2,2,3,2,3,2,3,2,0,0,neutral or dissatisfied
7944,97131,Female,disloyal Customer,29,Business travel,Business,1390,3,3,3,2,4,3,4,4,4,3,5,5,4,4,0,0,neutral or dissatisfied
7945,77953,Male,Loyal Customer,39,Business travel,Business,3441,3,3,2,3,3,5,4,5,5,5,5,5,5,3,0,0,satisfied
7946,125668,Male,Loyal Customer,32,Business travel,Business,899,4,4,4,4,3,3,3,3,4,5,4,3,5,3,0,0,satisfied
7947,86826,Male,Loyal Customer,39,Business travel,Eco,484,1,2,2,2,1,1,1,1,2,3,3,4,4,1,34,27,neutral or dissatisfied
7948,7679,Male,Loyal Customer,30,Business travel,Business,2971,2,2,3,2,4,4,4,4,1,1,1,4,3,4,8,12,satisfied
7949,28411,Male,Loyal Customer,27,Business travel,Eco Plus,1709,3,3,3,3,3,3,3,3,2,2,4,1,4,3,0,0,neutral or dissatisfied
7950,99459,Female,Loyal Customer,44,Business travel,Business,283,5,5,5,5,4,5,4,4,4,4,4,4,4,5,11,18,satisfied
7951,124245,Male,Loyal Customer,18,Personal Travel,Eco,1916,4,5,4,1,4,4,4,4,4,5,5,3,4,4,0,0,neutral or dissatisfied
7952,23880,Male,disloyal Customer,16,Business travel,Eco,589,3,0,4,5,2,4,2,2,3,5,4,5,2,2,0,0,neutral or dissatisfied
7953,126077,Female,disloyal Customer,29,Business travel,Business,600,2,1,1,1,4,1,4,4,4,3,4,3,5,4,3,0,neutral or dissatisfied
7954,107407,Male,Loyal Customer,52,Business travel,Business,2654,1,1,1,1,3,4,3,1,1,1,1,1,1,4,1,0,neutral or dissatisfied
7955,106306,Male,Loyal Customer,12,Business travel,Business,1851,3,2,2,2,3,3,3,3,1,3,3,1,4,3,0,0,neutral or dissatisfied
7956,98684,Female,Loyal Customer,41,Personal Travel,Eco,992,4,5,5,2,1,5,1,1,4,5,4,5,5,1,0,0,satisfied
7957,104452,Male,Loyal Customer,48,Business travel,Business,2500,5,5,5,5,2,4,4,5,5,5,5,5,5,3,15,0,satisfied
